file,expected_label,expected_attack_type,ml_label,ml_attack_type,ml_risk,ml_attack_type_confidence,ml_attack_type_probs,chunk_index,chunk_name,binary_pass,full_pass
stable_expected_detection_suite/php/036_SECOND_ORDER_saved_where_clause.php,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,1.0,1.0,"{""BLIND"": 0.0, ""IN_BAND"": 0.0, ""NONE"": 0.0, ""SECOND_ORDER"": 1.0}",0,__file__,True,True
stable_expected_detection_suite/php/037_SECOND_ORDER_stored_query.php,VULNERABLE,SECOND_ORDER,VULNERABLE,IN_BAND,1.0,0.9758,"{""BLIND"": 0.0208, ""IN_BAND"": 0.9758, ""NONE"": 0.0, ""SECOND_ORDER"": 0.0033}",1,norm,True,False
stable_expected_detection_suite/php/038_SAFE_db_loaded_value_as_param.php,SAFE,NONE,VULNERABLE,IN_BAND,1.0,0.9758,"{""BLIND"": 0.0208, ""IN_BAND"": 0.9758, ""NONE"": 0.0, ""SECOND_ORDER"": 0.0033}",1,norm,False,False
stable_expected_detection_suite/php/039_SAFE_plain_service_no_sql.php,SAFE,NONE,VULNERABLE,BLIND,0.9294,0.6401,"{""BLIND"": 0.6401, ""IN_BAND"": 0.3589, ""NONE"": 0.0002, ""SECOND_ORDER"": 0.0008}",0,__file__,False,False
stable_expected_detection_suite/php/040_SAFE_pdo_static_query_no_input.php,SAFE,NONE,VULNERABLE,IN_BAND,1.0,0.9758,"{""BLIND"": 0.0208, ""IN_BAND"": 0.9758, ""NONE"": 0.0, ""SECOND_ORDER"": 0.0033}",1,norm,False,False
stable_expected_detection_suite/python/001_SAFE_basic_parameterized_lookup.py,SAFE,NONE,VULNERABLE,BLIND,0.9507,0.7234,"{""BLIND"": 0.7234, ""IN_BAND"": 0.2758, ""NONE"": 0.0002, ""SECOND_ORDER"": 0.0006}",3,AccountRepository,False,False
stable_expected_detection_suite/python/002_SAFE_insert_parameterized.py,SAFE,NONE,VULNERABLE,BLIND,0.9507,0.7234,"{""BLIND"": 0.7234, ""IN_BAND"": 0.2758, ""NONE"": 0.0002, ""SECOND_ORDER"": 0.0006}",3,AuditWriter,False,False
stable_expected_detection_suite/python/003_SAFE_update_parameterized.py,SAFE,NONE,VULNERABLE,BLIND,0.9507,0.7234,"{""BLIND"": 0.7234, ""IN_BAND"": 0.2758, ""NONE"": 0.0002, ""SECOND_ORDER"": 0.0006}",3,ProfileUpdater,False,False
stable_expected_detection_suite/python/004_IN_BAND_select_raw_email.py,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,1.0,0.9864,"{""BLIND"": 0.0, ""IN_BAND"": 0.9864, ""NONE"": 0.0, ""SECOND_ORDER"": 0.0136}",5,search_by_email,True,True
stable_expected_detection_suite/python/005_IN_BAND_update_raw_status.py,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,1.0,0.9184,"{""BLIND"": 0.0, ""IN_BAND"": 0.9184, ""NONE"": 0.0025, ""SECOND_ORDER"": 0.0791}",5,update_status,True,True
stable_expected_detection_suite/python/006_BLIND_login_boolean.py,VULNERABLE,BLIND,VULNERABLE,NONE,0.9999,1.0,"{""BLIND"": 0.0, ""IN_BAND"": 0.0, ""NONE"": 1.0, ""SECOND_ORDER"": 0.0}",5,authenticate,True,False
stable_expected_detection_suite/python/007_BLIND_permission_row_exists.py,VULNERABLE,BLIND,VULNERABLE,BLIND,0.9507,0.7234,"{""BLIND"": 0.7234, ""IN_BAND"": 0.2758, ""NONE"": 0.0002, ""SECOND_ORDER"": 0.0006}",3,PermissionService,True,True
stable_expected_detection_suite/python/008_SECOND_ORDER_saved_where_clause.py,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,1.0,1.0,"{""BLIND"": 0.0, ""IN_BAND"": 0.0, ""NONE"": 0.0, ""SECOND_ORDER"": 1.0}",0,__file__,True,True
stable_expected_detection_suite/python/009_SECOND_ORDER_stored_full_query.py,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,1.0,0.6786,"{""BLIND"": 0.0, ""IN_BAND"": 0.3214, ""NONE"": 0.0, ""SECOND_ORDER"": 0.6786}",6,execute_query,True,True
stable_expected_detection_suite/python/010_SAFE_db_loaded_value_as_param.py,SAFE,NONE,VULNERABLE,BLIND,0.9507,0.7234,"{""BLIND"": 0.7234, ""IN_BAND"": 0.2758, ""NONE"": 0.0002, ""SECOND_ORDER"": 0.0006}",3,OrderRepository,False,False
