suite,file,language,expected_verdict,expected_attack_type,model1_actual_verdict,model1_actual_attack_type,model1_official_pass,model2_routed,expected_fix_type,model2_model_fix_type,model2_final_fix_type,model2_model_pass,model2_final_pass,strict_fix_pass,strict_fix_reasons,full_system_strict_pass,failure_stage,crashed,error,fixed_code_preview,model1_risk_score,expected_fix_reason,model2_attack_type_input,model2_confidence,model2_probabilities,fixed_code
unseen_generalization_suite_latest_fixed,java/077_IN_BAND_unseen_case_msxyrzc.java,java,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT * FROM users WHERE email=?"";\nPreparedStatement stmt = conn.prepareStatement(sql);\nstmt.setString(1, email);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,IN_BAND,0.9814,"{""A"": 0.9814, ""B"": 0.0019, ""C"": 0.0158, ""D"": 0.0009}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT * FROM users WHERE email=?"";
PreparedStatement stmt = conn.prepareStatement(sql);
stmt.setString(1, email);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/078_IN_BAND_unseen_case_yxankuz.java,java,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT * FROM users WHERE email=?"";\nPreparedStatement stmt = conn.prepareStatement(sql);\nstmt.setString(1, email);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,IN_BAND,0.9814,"{""A"": 0.9814, ""B"": 0.0019, ""C"": 0.0158, ""D"": 0.0009}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT * FROM users WHERE email=?"";
PreparedStatement stmt = conn.prepareStatement(sql);
stmt.setString(1, email);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/079_IN_BAND_unseen_case_orolsmu.java,java,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT * FROM users WHERE email=?"";\nPreparedStatement stmt = conn.prepareStatement(sql);\nstmt.setString(1, email);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,IN_BAND,0.9814,"{""A"": 0.9814, ""B"": 0.0019, ""C"": 0.0158, ""D"": 0.0009}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT * FROM users WHERE email=?"";
PreparedStatement stmt = conn.prepareStatement(sql);
stmt.setString(1, email);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/080_IN_BAND_unseen_case_jczgeun.java,java,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT * FROM users WHERE email=?"";\nPreparedStatement stmt = conn.prepareStatement(sql);\nstmt.setString(1, email);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,IN_BAND,0.9814,"{""A"": 0.9814, ""B"": 0.0019, ""C"": 0.0158, ""D"": 0.0009}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT * FROM users WHERE email=?"";
PreparedStatement stmt = conn.prepareStatement(sql);
stmt.setString(1, email);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/081_BLIND_unseen_case_xrfaihc.java,java,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT id FROM sessions WHERE token=?"";\nPreparedStatement stmt = conn.prepareStatement(sql);\nstmt.setString(1, token);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,BLIND,0.9981,"{""A"": 0.9981, ""B"": 0.0002, ""C"": 0.0013, ""D"": 0.0005}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT id FROM sessions WHERE token=?"";
PreparedStatement stmt = conn.prepareStatement(sql);
stmt.setString(1, token);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/082_BLIND_unseen_case_ictnkfq.java,java,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT id FROM sessions WHERE token=?"";\nPreparedStatement stmt = conn.prepareStatement(sql);\nstmt.setString(1, token);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,BLIND,0.9981,"{""A"": 0.9981, ""B"": 0.0002, ""C"": 0.0013, ""D"": 0.0005}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT id FROM sessions WHERE token=?"";
PreparedStatement stmt = conn.prepareStatement(sql);
stmt.setString(1, token);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/083_BLIND_unseen_case_zbbpkin.java,java,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT id FROM sessions WHERE token=?"";\nPreparedStatement stmt = conn.prepareStatement(sql);\nstmt.setString(1, token);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,BLIND,0.9981,"{""A"": 0.9981, ""B"": 0.0002, ""C"": 0.0013, ""D"": 0.0005}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT id FROM sessions WHERE token=?"";
PreparedStatement stmt = conn.prepareStatement(sql);
stmt.setString(1, token);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/084_BLIND_unseen_case_drxxdxv.java,java,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT id FROM sessions WHERE token=?"";\nPreparedStatement stmt = conn.prepareStatement(sql);\nstmt.setString(1, token);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,BLIND,0.9981,"{""A"": 0.9981, ""B"": 0.0002, ""C"": 0.0013, ""D"": 0.0005}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT id FROM sessions WHERE token=?"";
PreparedStatement stmt = conn.prepareStatement(sql);
stmt.setString(1, token);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/085_BLIND_unseen_case_fdwzdun.java,java,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT id FROM sessions WHERE token=?"";\nPreparedStatement stmt = conn.prepareStatement(sql);\nstmt.setString(1, token);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,BLIND,0.9981,"{""A"": 0.9981, ""B"": 0.0002, ""C"": 0.0013, ""D"": 0.0005}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT id FROM sessions WHERE token=?"";
PreparedStatement stmt = conn.prepareStatement(sql);
stmt.setString(1, token);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/086_BLIND_unseen_case_qrdgloi.java,java,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT id FROM sessions WHERE token=?"";\nPreparedStatement stmt = conn.prepareStatement(sql);\nstmt.setString(1, token);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,BLIND,0.9981,"{""A"": 0.9981, ""B"": 0.0002, ""C"": 0.0013, ""D"": 0.0005}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT id FROM sessions WHERE token=?"";
PreparedStatement stmt = conn.prepareStatement(sql);
stmt.setString(1, token);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/087_BLIND_unseen_case_vrfvkxp.java,java,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT id FROM sessions WHERE token=?"";\nPreparedStatement stmt = conn.prepareStatement(sql);\nstmt.setString(1, token);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,BLIND,0.9981,"{""A"": 0.9981, ""B"": 0.0002, ""C"": 0.0013, ""D"": 0.0005}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT id FROM sessions WHERE token=?"";
PreparedStatement stmt = conn.prepareStatement(sql);
stmt.setString(1, token);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/088_BLIND_unseen_case_zfzttje.java,java,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use JDBC PreparedStatement with bound parameters\nString sql = ""SELECT id FROM sessions WHERE token=?"";\nPreparedStatement stmt = conn.prepareStatement(sql);\nstmt.setString(1, token);\nResultSet rs = stmt.executeQuery();",1.0,default vulnerable value injection -> Parameterized Query,BLIND,0.9981,"{""A"": 0.9981, ""B"": 0.0002, ""C"": 0.0013, ""D"": 0.0005}","// Fix: use JDBC PreparedStatement with bound parameters
String sql = ""SELECT id FROM sessions WHERE token=?"";
PreparedStatement stmt = conn.prepareStatement(sql);
stmt.setString(1, token);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/089_SECOND_ORDER_unseen_case_pepmumh.java,java,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"// Fix D: Second-order SQLi mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nPreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");\nstmt.setString(1, trustedUserId);\nResultSet rs = stmt.executeQuery();",1.0,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.9935,"{""A"": 0.006, ""B"": 0.0003, ""C"": 0.0002, ""D"": 0.9935}","// Fix D: Second-order SQLi mitigation
// Do not execute SQL fragments loaded from DB/config/cache/user storage.
// Rebuild SQL from trusted static templates and bind values separately.
PreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");
stmt.setString(1, trustedUserId);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/090_SECOND_ORDER_unseen_case_ipkplwk.java,java,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"// Fix D: Second-order SQLi mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nPreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");\nstmt.setString(1, trustedUserId);\nResultSet rs = stmt.executeQuery();",1.0,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.9935,"{""A"": 0.006, ""B"": 0.0003, ""C"": 0.0002, ""D"": 0.9935}","// Fix D: Second-order SQLi mitigation
// Do not execute SQL fragments loaded from DB/config/cache/user storage.
// Rebuild SQL from trusted static templates and bind values separately.
PreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");
stmt.setString(1, trustedUserId);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/091_SECOND_ORDER_unseen_case_iiklfpz.java,java,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"// Fix D: Second-order SQLi mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nPreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");\nstmt.setString(1, trustedUserId);\nResultSet rs = stmt.executeQuery();",1.0,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.9935,"{""A"": 0.006, ""B"": 0.0003, ""C"": 0.0002, ""D"": 0.9935}","// Fix D: Second-order SQLi mitigation
// Do not execute SQL fragments loaded from DB/config/cache/user storage.
// Rebuild SQL from trusted static templates and bind values separately.
PreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");
stmt.setString(1, trustedUserId);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/092_SECOND_ORDER_unseen_case_lmeqqkq.java,java,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"// Fix D: Second-order SQLi mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nPreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");\nstmt.setString(1, trustedUserId);\nResultSet rs = stmt.executeQuery();",1.0,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.9935,"{""A"": 0.006, ""B"": 0.0003, ""C"": 0.0002, ""D"": 0.9935}","// Fix D: Second-order SQLi mitigation
// Do not execute SQL fragments loaded from DB/config/cache/user storage.
// Rebuild SQL from trusted static templates and bind values separately.
PreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");
stmt.setString(1, trustedUserId);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/093_SECOND_ORDER_unseen_case_vyzotin.java,java,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"// Fix D: Second-order SQLi mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nPreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");\nstmt.setString(1, trustedUserId);\nResultSet rs = stmt.executeQuery();",1.0,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.9935,"{""A"": 0.006, ""B"": 0.0003, ""C"": 0.0002, ""D"": 0.9935}","// Fix D: Second-order SQLi mitigation
// Do not execute SQL fragments loaded from DB/config/cache/user storage.
// Rebuild SQL from trusted static templates and bind values separately.
PreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");
stmt.setString(1, trustedUserId);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/094_SECOND_ORDER_unseen_case_uppbtst.java,java,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"// Fix D: Second-order SQLi mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nPreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");\nstmt.setString(1, trustedUserId);\nResultSet rs = stmt.executeQuery();",1.0,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.9935,"{""A"": 0.006, ""B"": 0.0003, ""C"": 0.0002, ""D"": 0.9935}","// Fix D: Second-order SQLi mitigation
// Do not execute SQL fragments loaded from DB/config/cache/user storage.
// Rebuild SQL from trusted static templates and bind values separately.
PreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");
stmt.setString(1, trustedUserId);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/095_SECOND_ORDER_unseen_case_oebuond.java,java,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"// Fix D: Second-order SQLi mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nPreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");\nstmt.setString(1, trustedUserId);\nResultSet rs = stmt.executeQuery();",1.0,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.9935,"{""A"": 0.006, ""B"": 0.0003, ""C"": 0.0002, ""D"": 0.9935}","// Fix D: Second-order SQLi mitigation
// Do not execute SQL fragments loaded from DB/config/cache/user storage.
// Rebuild SQL from trusted static templates and bind values separately.
PreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");
stmt.setString(1, trustedUserId);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,java/096_SECOND_ORDER_unseen_case_pvfauys.java,java,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,YES,YES,D,D,D,YES,YES,YES,,YES,,NO,,"// Fix D: Second-order SQLi mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nPreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");\nstmt.setString(1, trustedUserId);\nResultSet rs = stmt.executeQuery();",1.0,SECOND_ORDER/stored-sql context -> Second-Order Mitigation,SECOND_ORDER,0.9935,"{""A"": 0.006, ""B"": 0.0003, ""C"": 0.0002, ""D"": 0.9935}","// Fix D: Second-order SQLi mitigation
// Do not execute SQL fragments loaded from DB/config/cache/user storage.
// Rebuild SQL from trusted static templates and bind values separately.
PreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");
stmt.setString(1, trustedUserId);
ResultSet rs = stmt.executeQuery();"
unseen_generalization_suite_latest_fixed,php/097_SAFE_unseen_case_kqcuulw.php,php,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
unseen_generalization_suite_latest_fixed,php/098_SAFE_unseen_case_ngxfbsz.php,php,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
unseen_generalization_suite_latest_fixed,php/099_SAFE_unseen_case_nqczqkh.php,php,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
unseen_generalization_suite_latest_fixed,php/100_SAFE_unseen_case_fxxhxoh.php,php,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
unseen_generalization_suite_latest_fixed,php/101_SAFE_unseen_case_gdrtlpi.php,php,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
unseen_generalization_suite_latest_fixed,php/102_SAFE_unseen_case_fynsqog.php,php,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
unseen_generalization_suite_latest_fixed,php/103_SAFE_unseen_case_ldgjrfu.php,php,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
unseen_generalization_suite_latest_fixed,php/104_SAFE_unseen_case_rnlqvki.php,php,SAFE,NONE,SAFE,NONE,YES,NO,,,,,,,,YES,,NO,,,,,,,,
unseen_generalization_suite_latest_fixed,php/105_IN_BAND_unseen_case_tarmxxf.php,php,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use mysqli prepared statements with bound parameters\n$sql = ""SELECT * FROM users WHERE email=?"";\n$params = [$email];\n$types = ""s"";\n$stmt = $mysqli->prepare($sql);\n$stmt->bind_param($types, ...$params);\n$stmt->execute();\n$result = $stmt->get_result();",0.9,default vulnerable value injection -> Parameterized Query,IN_BAND,0.918,"{""A"": 0.918, ""B"": 0.0087, ""C"": 0.071, ""D"": 0.0024}","// Fix: use mysqli prepared statements with bound parameters
$sql = ""SELECT * FROM users WHERE email=?"";
$params = [$email];
$types = ""s"";
$stmt = $mysqli->prepare($sql);
$stmt->bind_param($types, ...$params);
$stmt->execute();
$result = $stmt->get_result();"
unseen_generalization_suite_latest_fixed,php/106_IN_BAND_unseen_case_lgdytkz.php,php,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use mysqli prepared statements with bound parameters\n$sql = ""SELECT * FROM users WHERE email=?"";\n$params = [$email];\n$types = ""s"";\n$stmt = $mysqli->prepare($sql);\n$stmt->bind_param($types, ...$params);\n$stmt->execute();\n$result = $stmt->get_result();",0.9,default vulnerable value injection -> Parameterized Query,IN_BAND,0.918,"{""A"": 0.918, ""B"": 0.0087, ""C"": 0.071, ""D"": 0.0024}","// Fix: use mysqli prepared statements with bound parameters
$sql = ""SELECT * FROM users WHERE email=?"";
$params = [$email];
$types = ""s"";
$stmt = $mysqli->prepare($sql);
$stmt->bind_param($types, ...$params);
$stmt->execute();
$result = $stmt->get_result();"
unseen_generalization_suite_latest_fixed,php/107_IN_BAND_unseen_case_elfdtyn.php,php,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use mysqli prepared statements with bound parameters\n$sql = ""SELECT * FROM users WHERE email=?"";\n$params = [$email];\n$types = ""s"";\n$stmt = $mysqli->prepare($sql);\n$stmt->bind_param($types, ...$params);\n$stmt->execute();\n$result = $stmt->get_result();",0.9,default vulnerable value injection -> Parameterized Query,IN_BAND,0.918,"{""A"": 0.918, ""B"": 0.0087, ""C"": 0.071, ""D"": 0.0024}","// Fix: use mysqli prepared statements with bound parameters
$sql = ""SELECT * FROM users WHERE email=?"";
$params = [$email];
$types = ""s"";
$stmt = $mysqli->prepare($sql);
$stmt->bind_param($types, ...$params);
$stmt->execute();
$result = $stmt->get_result();"
unseen_generalization_suite_latest_fixed,php/108_IN_BAND_unseen_case_mttcpaa.php,php,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use mysqli prepared statements with bound parameters\n$sql = ""SELECT * FROM users WHERE email=?"";\n$params = [$email];\n$types = ""s"";\n$stmt = $mysqli->prepare($sql);\n$stmt->bind_param($types, ...$params);\n$stmt->execute();\n$result = $stmt->get_result();",0.9,default vulnerable value injection -> Parameterized Query,IN_BAND,0.918,"{""A"": 0.918, ""B"": 0.0087, ""C"": 0.071, ""D"": 0.0024}","// Fix: use mysqli prepared statements with bound parameters
$sql = ""SELECT * FROM users WHERE email=?"";
$params = [$email];
$types = ""s"";
$stmt = $mysqli->prepare($sql);
$stmt->bind_param($types, ...$params);
$stmt->execute();
$result = $stmt->get_result();"
unseen_generalization_suite_latest_fixed,php/109_IN_BAND_unseen_case_nevcklz.php,php,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use mysqli prepared statements with bound parameters\n$sql = ""SELECT * FROM users WHERE email=?"";\n$params = [$email];\n$types = ""s"";\n$stmt = $mysqli->prepare($sql);\n$stmt->bind_param($types, ...$params);\n$stmt->execute();\n$result = $stmt->get_result();",0.9,default vulnerable value injection -> Parameterized Query,IN_BAND,0.918,"{""A"": 0.918, ""B"": 0.0087, ""C"": 0.071, ""D"": 0.0024}","// Fix: use mysqli prepared statements with bound parameters
$sql = ""SELECT * FROM users WHERE email=?"";
$params = [$email];
$types = ""s"";
$stmt = $mysqli->prepare($sql);
$stmt->bind_param($types, ...$params);
$stmt->execute();
$result = $stmt->get_result();"
unseen_generalization_suite_latest_fixed,php/110_IN_BAND_unseen_case_lvlxcoc.php,php,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use mysqli prepared statements with bound parameters\n$sql = ""SELECT * FROM users WHERE email=?"";\n$params = [$email];\n$types = ""s"";\n$stmt = $mysqli->prepare($sql);\n$stmt->bind_param($types, ...$params);\n$stmt->execute();\n$result = $stmt->get_result();",0.9,default vulnerable value injection -> Parameterized Query,IN_BAND,0.918,"{""A"": 0.918, ""B"": 0.0087, ""C"": 0.071, ""D"": 0.0024}","// Fix: use mysqli prepared statements with bound parameters
$sql = ""SELECT * FROM users WHERE email=?"";
$params = [$email];
$types = ""s"";
$stmt = $mysqli->prepare($sql);
$stmt->bind_param($types, ...$params);
$stmt->execute();
$result = $stmt->get_result();"
unseen_generalization_suite_latest_fixed,php/111_IN_BAND_unseen_case_xmxtuyt.php,php,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use mysqli prepared statements with bound parameters\n$sql = ""SELECT * FROM users WHERE email=?"";\n$params = [$email];\n$types = ""s"";\n$stmt = $mysqli->prepare($sql);\n$stmt->bind_param($types, ...$params);\n$stmt->execute();\n$result = $stmt->get_result();",0.9,default vulnerable value injection -> Parameterized Query,IN_BAND,0.918,"{""A"": 0.918, ""B"": 0.0087, ""C"": 0.071, ""D"": 0.0024}","// Fix: use mysqli prepared statements with bound parameters
$sql = ""SELECT * FROM users WHERE email=?"";
$params = [$email];
$types = ""s"";
$stmt = $mysqli->prepare($sql);
$stmt->bind_param($types, ...$params);
$stmt->execute();
$result = $stmt->get_result();"
unseen_generalization_suite_latest_fixed,php/112_IN_BAND_unseen_case_gltyjba.php,php,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use mysqli prepared statements with bound parameters\n$sql = ""SELECT * FROM users WHERE email=?"";\n$params = [$email];\n$types = ""s"";\n$stmt = $mysqli->prepare($sql);\n$stmt->bind_param($types, ...$params);\n$stmt->execute();\n$result = $stmt->get_result();",0.9,default vulnerable value injection -> Parameterized Query,IN_BAND,0.918,"{""A"": 0.918, ""B"": 0.0087, ""C"": 0.071, ""D"": 0.0024}","// Fix: use mysqli prepared statements with bound parameters
$sql = ""SELECT * FROM users WHERE email=?"";
$params = [$email];
$types = ""s"";
$stmt = $mysqli->prepare($sql);
$stmt->bind_param($types, ...$params);
$stmt->execute();
$result = $stmt->get_result();"
unseen_generalization_suite_latest_fixed,php/113_BLIND_unseen_case_feckgmb.php,php,VULNERABLE,BLIND,VULNERABLE,BLIND,YES,YES,A,A,A,YES,YES,YES,,YES,,NO,,"// Fix: use mysqli prepared statements with bound parameters\n$sql = ""SELECT id FROM users WHERE name=?"";\n$params = [$name];\n$types = ""s"";\n$stmt = $mysqli->prepare($sql);\n$stmt->bind_param($types, ...$params);\n$stmt->execute();\n$result = $stmt->get_result();",0.9,default vulnerable value injection -> Parameterized Query,BLIND,0.9777,"{""A"": 0.9777, ""B"": 0.002, ""C"": 0.0171, ""D"": 0.0032}","// Fix: use mysqli prepared statements with bound parameters
$sql = ""SELECT id FROM users WHERE name=?"";
$params = [$name];
$types = ""s"";
$stmt = $mysqli->prepare($sql);
$stmt->bind_param($types, ...$params);
$stmt->execute();
$result = $stmt->get_result();"
